#BioGRID Interaction ID	Entrez Gene Interactor A	Entrez Gene Interactor B	BioGRID ID Interactor A	BioGRID ID Interactor B	Systematic Name Interactor A	Systematic Name Interactor B	Official Symbol Interactor A	Official Symbol Interactor B	Synonyms Interactor A	Synonyms Interactor B	Experimental System	Experimental System Type	Author	Pubmed ID	Organism Interactor A	Organism Interactor B	Throughput	Score	Modification	Phenotypes	Qualifications	Tags	Source Database
2359178	856425	855522	36461	35635	YHR030C	YNL199C	SLT2	GCR2	BYC2|LYT2|MPK1|SLK2|mitogen-activated serine/threonine-protein kinase SLT2|L000001919	L000000691	Negative Genetic	genetic	Srivas R (2016)	27453043	559292	559292	High Throughput	-4.04	-	colony size	Untreated conditions. SGA was used to score genetic interactions based on the colony size of double versus single mutants. Genetic interactions were considered significant if they had an S score >= 2.0 for positive interactions (epistatic or suppressor interactions) and S score <= -2.5 for negative interactions (synthetic sick/lethal interactions).	-	BIOGRID
147691	856478	850513	36513	31115	YHR079C	YFL031W	IRE1	HAC1	ERN1|bifunctional endoribonuclease/protein kinase IRE1|L000000875	ERN4|IRE15|transcription factor HAC1|L000002611	Protein-RNA	physical	Niwa M (2005)	15642095	559292	559292	Low Throughput	-	-	-	-	-	BIOGRID
159484	856478	850513	36513	31115	YHR079C	YFL031W	IRE1	HAC1	ERN1|bifunctional endoribonuclease/protein kinase IRE1|L000000875	ERN4|IRE15|transcription factor HAC1|L000002611	Synthetic Rescue	genetic	Nikawa J (1996)	8932376	559292	559292	Low Throughput	-	-	auxotrophy:wild type|metabolism and growth:wild type	overexpression of truncated versions of HAC1 can rescue growth of IRE1 mutants under various conditions including the absence of inositol	-	BIOGRID
425765	856478	850513	36513	31115	YHR079C	YFL031W	IRE1	HAC1	ERN1|bifunctional endoribonuclease/protein kinase IRE1|L000000875	ERN4|IRE15|transcription factor HAC1|L000002611	Protein-RNA	physical	Lee KP (2008)	18191223	559292	559292	Low Throughput	-	-	-	Figure S4	-	BIOGRID
435183	856478	850513	36513	31115	YHR079C	YFL031W	IRE1	HAC1	ERN1|bifunctional endoribonuclease/protein kinase IRE1|L000000875	ERN4|IRE15|transcription factor HAC1|L000002611	Dosage Rescue	genetic	Nikawa J (1996)	8932376	559292	559292	Low Throughput	-	-	auxotrophy:partial rescue	Overexpression of IRE2 partially rescues growth of IRE1 mutants in the absence of inositol	-	BIOGRID
507294	856478	856178	36513	36237	YHR079C	YPR065W	IRE1	ROX1	ERN1|bifunctional endoribonuclease/protein kinase IRE1|L000000875	REO1|L000001661	Negative Genetic	genetic	Zheng J (2010)	20959818	559292	559292	High Throughput	-2.529938703	-	colony size	An Epistatic MiniArray Profile (E-MAP) approach was used to quantitatively score genetic interactions based on fitness defects estimated from the colony size of double versus single mutants.  Genetic interactions were considered significant if they had an S score > 2.5 for positive interactions (epistatic or suppressor interactions) and S score < -2.5 for negative interactions (synthetic sick/lethal interactions).	-	BIOGRID
507303	856478	851542	36513	32035	YHR079C	YDL020C	IRE1	RPN4	ERN1|bifunctional endoribonuclease/protein kinase IRE1|L000000875	SON1|UFD5|stress-regulated transcription factor RPN4|L000001984	Negative Genetic	genetic	Zheng J (2010)	20959818	559292	559292	High Throughput	-9.693486875	-	colony size	An Epistatic MiniArray Profile (E-MAP) approach was used to quantitatively score genetic interactions based on fitness defects estimated from the colony size of double versus single mutants.  Genetic interactions were considered significant if they had an S score > 2.5 for positive interactions (epistatic or suppressor interactions) and S score < -2.5 for negative interactions (synthetic sick/lethal interactions).	-	BIOGRID
507314	856478	853523	36513	33817	YHR079C	YJR060W	IRE1	CBF1	ERN1|bifunctional endoribonuclease/protein kinase IRE1|L000000875	CEP1|CPF1|CP1|L000000311|L000000401	Negative Genetic	genetic	Zheng J (2010)	20959818	559292	559292	High Throughput	-5.885193334	-	colony size	An Epistatic MiniArray Profile (E-MAP) approach was used to quantitatively score genetic interactions based on fitness defects estimated from the colony size of double versus single mutants.  Genetic interactions were considered significant if they had an S score > 2.5 for positive interactions (epistatic or suppressor interactions) and S score < -2.5 for negative interactions (synthetic sick/lethal interactions).	-	BIOGRID
507316	856478	850513	36513	31115	YHR079C	YFL031W	IRE1	HAC1	ERN1|bifunctional endoribonuclease/protein kinase IRE1|L000000875	ERN4|IRE15|transcription factor HAC1|L000002611	Positive Genetic	genetic	Zheng J (2010)	20959818	559292	559292	High Throughput	2.636964306	-	colony size	An Epistatic MiniArray Profile (E-MAP) approach was used to quantitatively score genetic interactions based on fitness defects estimated from the colony size of double versus single mutants.  Genetic interactions were considered significant if they had an S score > 2.5 for positive interactions (epistatic or suppressor interactions) and S score < -2.5 for negative interactions (synthetic sick/lethal interactions).	-	BIOGRID
507321	856478	855522	36513	35635	YHR079C	YNL199C	IRE1	GCR2	ERN1|bifunctional endoribonuclease/protein kinase IRE1|L000000875	L000000691	Negative Genetic	genetic	Zheng J (2010)	20959818	559292	559292	High Throughput	-2.742307691	-	colony size	An Epistatic MiniArray Profile (E-MAP) approach was used to quantitatively score genetic interactions based on fitness defects estimated from the colony size of double versus single mutants.  Genetic interactions were considered significant if they had an S score > 2.5 for positive interactions (epistatic or suppressor interactions) and S score < -2.5 for negative interactions (synthetic sick/lethal interactions).	-	BIOGRID
540939	856478	851542	36513	32035	YHR079C	YDL020C	IRE1	RPN4	ERN1|bifunctional endoribonuclease/protein kinase IRE1|L000000875	SON1|UFD5|stress-regulated transcription factor RPN4|L000001984	Negative Genetic	genetic	Bandyopadhyay S (2010)	21127252	559292	559292	High Throughput	-10.52028	-	colony size|resistance to chemicals	An Epistatic MiniArray Profile (E-MAP) approach was used to quantitatively score genetic interactions based on fitness defects estimated from the colony size of double versus single mutants in MMS-treated conditions.  Genetic interactions were considered significant if they had an S score >=2.0 for positive interactions (epistatic or suppressor interactions) and S score <=2.5 for negative interactions (synthetic sick/lethal interactions).|An Epistatic MiniArray Profile (E-MAP) approach was used to quantitatively score genetic interactions based on fitness defects estimated from the colony size of double versus single mutants.  Genetic interactions were considered significant if they had an S score >= 2.0 for positive interactions (epistatic or suppressor interactions) and S score <= -2.5 for negative interactions (synthetic sick/lethal interactions).	-	BIOGRID
542738	856478	850513	36513	31115	YHR079C	YFL031W	IRE1	HAC1	ERN1|bifunctional endoribonuclease/protein kinase IRE1|L000000875	ERN4|IRE15|transcription factor HAC1|L000002611	Positive Genetic	genetic	Bandyopadhyay S (2010)	21127252	559292	559292	High Throughput	2.059587	-	colony size|resistance to chemicals	An Epistatic MiniArray Profile (E-MAP) approach was used to quantitatively score genetic interactions based on fitness defects estimated from the colony size of double versus single mutants in MMS-treated conditions.  Genetic interactions were considered significant if they had an S score >=2.0 for positive interactions (epistatic or suppressor interactions) and S score <=2.5 for negative interactions (synthetic sick/lethal interactions).	-	BIOGRID
575629	856478	851542	36513	32035	YHR079C	YDL020C	IRE1	RPN4	ERN1|bifunctional endoribonuclease/protein kinase IRE1|L000000875	SON1|UFD5|stress-regulated transcription factor RPN4|L000001984	Synthetic Lethality	genetic	Bircham PW (2011)	21731954	559292	559292	High Throughput|Low Throughput	-	-	colony size|inviable	High Throughput: Synthetic Genetic Array (SGA) analysis|Low Throughput: Confirmed by tetrad analysis.	-	BIOGRID
2127395	856478	851542	36513	32035	YHR079C	YDL020C	IRE1	RPN4	ERN1|bifunctional endoribonuclease/protein kinase IRE1|L000000875	SON1|UFD5|stress-regulated transcription factor RPN4|L000001984	Negative Genetic	genetic	Costanzo M (2016)	27708008	559292	559292	High Throughput	-0.7703	-	colony size	Genetic interactions were considered significant if they had a p-value < 0.05 and an SGA score > 0.16 for positive interactions and SGA score < -0.12 for negative interactions.|alleles: ire1 - rpn4 [SGA score = -0.7703, P-value = 0]	-	BIOGRID
2197959	856478	850513	36513	31115	YHR079C	YFL031W	IRE1	HAC1	ERN1|bifunctional endoribonuclease/protein kinase IRE1|L000000875	ERN4|IRE15|transcription factor HAC1|L000002611	Synthetic Rescue	genetic	Hsu JW (2016)	26966233	559292	559292	Low Throughput	-	-	protein/peptide distribution:wild type|resistance to chemicals:wild type|vegetative growth:wild type	expression of HAC1-delta-intron suppressed tunicamycin hypersensitivity in ire1 mutant cells	-	BIOGRID
2379623	856478	856484	36513	36519	YHR079C	YHR084W	IRE1	STE12	ERN1|bifunctional endoribonuclease/protein kinase IRE1|L000000875	homeodomain family transcription factor STE12|L000002119	Synthetic Growth Defect	genetic	Adhikari H (2015)	25666509	559292	559292	Low Throughput	-	-	vegetative growth	-	-	BIOGRID
199002	856482	850513	36517	31115	YHR082C	YFL031W	KSP1	HAC1	putative serine/threonine protein kinase KSP1|L000000921	ERN4|IRE15|transcription factor HAC1|L000002611	Biochemical Activity	physical	Ptacek J (2005)	16319894	559292	559292	High Throughput	-	Phosphorylation	-	32P incorporation on protein chip	-	BIOGRID
199009	856482	855926	36517	36006	YHR082C	YPL177C	KSP1	CUP9	putative serine/threonine protein kinase KSP1|L000000921	L000000442	Biochemical Activity	physical	Ptacek J (2005)	16319894	559292	559292	High Throughput	-	Phosphorylation	-	32P incorporation on protein chip	-	BIOGRID
199045	856482	855704	36517	35799	YHR082C	YNL027W	KSP1	CRZ1	putative serine/threonine protein kinase KSP1|L000000921	HAL8|TCN1|DNA-binding transcription factor CRZ1|L000004202	Biochemical Activity	physical	Ptacek J (2005)	16319894	559292	559292	High Throughput	-	Phosphorylation	-	32P incorporation on protein chip	-	BIOGRID
541912	856482	851542	36517	32035	YHR082C	YDL020C	KSP1	RPN4	putative serine/threonine protein kinase KSP1|L000000921	SON1|UFD5|stress-regulated transcription factor RPN4|L000001984	Negative Genetic	genetic	Bandyopadhyay S (2010)	21127252	559292	559292	High Throughput	-4.875861	-	colony size|resistance to chemicals	An Epistatic MiniArray Profile (E-MAP) approach was used to quantitatively score genetic interactions based on fitness defects estimated from the colony size of double versus single mutants in MMS-treated conditions.  Genetic interactions were considered significant if they had an S score >=2.0 for positive interactions (epistatic or suppressor interactions) and S score <=2.5 for negative interactions (synthetic sick/lethal interactions).|An Epistatic MiniArray Profile (E-MAP) approach was used to quantitatively score genetic interactions based on fitness defects estimated from the colony size of double versus single mutants.  Genetic interactions were considered significant if they had an S score >= 2.0 for positive interactions (epistatic or suppressor interactions) and S score <= -2.5 for negative interactions (synthetic sick/lethal interactions).	-	BIOGRID
909793	856482	851542	36517	32035	YHR082C	YDL020C	KSP1	RPN4	putative serine/threonine protein kinase KSP1|L000000921	SON1|UFD5|stress-regulated transcription factor RPN4|L000001984	Negative Genetic	genetic	Sharifpoor S (2012)	22282571	559292	559292	High Throughput	-0.505	-	colony size|vegetative growth	score threshold <= -0.12, interaction detected by Synthetic Genetic Array (SGA)	-	BIOGRID
910645	856482	853751	36517	34024	YHR082C	YKL109W	KSP1	HAP4	putative serine/threonine protein kinase KSP1|L000000921	transcription factor HAP4|L000000754	Negative Genetic	genetic	Sharifpoor S (2012)	22282571	559292	559292	High Throughput	-0.204	-	colony size|vegetative growth	score threshold <= -0.12, interaction detected by Synthetic Genetic Array (SGA)	-	BIOGRID
2127451	856482	851542	36517	32035	YHR082C	YDL020C	KSP1	RPN4	putative serine/threonine protein kinase KSP1|L000000921	SON1|UFD5|stress-regulated transcription factor RPN4|L000001984	Negative Genetic	genetic	Costanzo M (2016)	27708008	559292	559292	High Throughput	-0.4278	-	colony size	Genetic interactions were considered significant if they had a p-value < 0.05 and an SGA score > 0.16 for positive interactions and SGA score < -0.12 for negative interactions.|alleles: ksp1 - rpn4 [SGA score = -0.4278, P-value = 1.854E-21]	-	BIOGRID
2127478	856482	854706	36517	34891	YHR082C	YIL101C	KSP1	XBP1	putative serine/threonine protein kinase KSP1|L000000921	L000004246	Negative Genetic	genetic	Costanzo M (2016)	27708008	559292	559292	High Throughput	-0.1465	-	colony size	Genetic interactions were considered significant if they had a p-value < 0.05 and an SGA score > 0.16 for positive interactions and SGA score < -0.12 for negative interactions.|alleles: ksp1 - xbp1 [SGA score = -0.1465, P-value = 0.04264]	-	BIOGRID
2127486	856482	853751	36517	34024	YHR082C	YKL109W	KSP1	HAP4	putative serine/threonine protein kinase KSP1|L000000921	transcription factor HAP4|L000000754	Negative Genetic	genetic	Costanzo M (2016)	27708008	559292	559292	High Throughput	-0.1949	-	colony size	Genetic interactions were considered significant if they had a p-value < 0.05 and an SGA score > 0.16 for positive interactions and SGA score < -0.12 for negative interactions.|alleles: ksp1 - hap4 [SGA score = -0.1949, P-value = 0.01462]	-	BIOGRID
140590	856484	852931	36519	33287	YHR084W	YGR040W	STE12	KSS1	homeodomain family transcription factor STE12|L000002119	mitogen-activated serine/threonine-protein kinase KSS1|L000000922	Reconstituted Complex	physical	Kusari AB (2004)	14734536	559292	559292	Low Throughput	-	-	-	-	-	BIOGRID
140593	856484	852931	36519	33287	YHR084W	YGR040W	STE12	KSS1	homeodomain family transcription factor STE12|L000002119	mitogen-activated serine/threonine-protein kinase KSS1|L000000922	Reconstituted Complex	physical	Bardwell L (1998)	9744865	559292	559292	Low Throughput	-	-	-	-	-	BIOGRID
160528	856484	851076	36519	31623	YHR084W	YLR362W	STE12	STE11	homeodomain family transcription factor STE12|L000002119	mitogen-activated protein kinase kinase kinase STE11|L000002118	Phenotypic Suppression	genetic	Moesch HU (1997)	9055077	559292	559292	Low Throughput	-	-	cell shape:partial rescue	Overexpression of the hit protein allows pseudohyphal growth which is blocked in the single mutant	-	BIOGRID
441713	856484	856425	36519	36461	YHR084W	YHR030C	STE12	SLT2	homeodomain family transcription factor STE12|L000002119	BYC2|LYT2|MPK1|SLK2|mitogen-activated serine/threonine-protein kinase SLT2|L000001919	Affinity Capture-Western	physical	Breitkreutz A (2010)	20489023	559292	559292	Low Throughput	-	-	-	-	-	BIOGRID
463349	856484	853688	36519	33971	YHR084W	YKL166C	STE12	TPK3	homeodomain family transcription factor STE12|L000002119	cAMP-dependent protein kinase catalytic subunit TPK3|L000002327	Phenotypic Suppression	genetic	Chen RE (2010)	20421603	559292	559292	Low Throughput	-	-	invasive growth:wild type	-	-	BIOGRID
2387652	856484	851153	36519	31692	YHR084W	YLR433C	STE12	CNA1	homeodomain family transcription factor STE12|L000002119	CMP1|calcineurin catalytic subunit A|L000000370	Reconstituted Complex	physical	Goldman A (2014)	24930733	559292	559292	Low Throughput	-	-	-	-	-	BIOGRID
2128301	856524	852224	36557	32643	YHR124W	YBL056W	NDT80	PTC3	transcription factor NDT80|L000003016	type 2C protein phosphatase PTC3|L000003426	Negative Genetic	genetic	Costanzo M (2016)	27708008	559292	559292	High Throughput	-0.2748	-	colony size	Genetic interactions were considered significant if they had a p-value < 0.05 and an SGA score > 0.16 for positive interactions and SGA score < -0.12 for negative interactions.|alleles: ndt80 - ptc3 [SGA score = -0.2748, P-value = 0.001374]	-	BIOGRID
